state,county,name,area
48,403,Sabine County,1273523414
48,405,San Augustine County,1374395183
48,407,San Jacinto County,1474332268
48,409,San Patricio County,1795990946
48,411,San Saba County,2940447162
48,413,Schleicher County,3394546067
48,415,Scurry County,2345090478
48,417,Shackelford County,2367989254
48,419,Shelby County,2060566174
48,421,Sherman County,2390195608
48,423,Smith County,2386604274
48,425,Somervell County,482948955
48,427,Starr County,3168019238
48,429,Stephens County,2322497228
48,431,Sterling County,2391722770
48,433,Stonewall County,2373238700
48,435,Sutton County,3765674776
48,437,Swisher County,2305502705
48,439,Tarrant County,2241039443
48,441,Taylor County,2371228266
48,443,Terrell County,6107081791
48,445,Terry County,2302083289
48,447,Throckmorton County,2363499444
48,449,Titus County,1051697796
48,451,Tom Green County,3941965407
48,453,Travis County,2573217431
48,455,Trinity County,1796924637
48,457,Tyler County,2394158696
48,459,Upshur County,1509910856
48,461,Upton County,3215010598
48,463,Uvalde County,4019455750
48,465,Val Verde County,8144863972
48,467,Van Zandt County,2182248053
48,469,Victoria County,2284644909
48,471,Walker County,2031124791
48,473,Waller County,1329431603
48,475,Ward County,2164201060
48,477,Washington County,1564854989
48,479,Webb County,8706186733
48,481,Wharton County,2813117310
48,483,Wheeler County,2368629215
48,485,Wichita County,1625459968
48,487,Wilbarger County,2514738098
48,489,Willacy County,1529652132
48,491,Williamson County,2889208488
48,493,Wilson County,2081662713
48,495,Winkler County,2178876165
48,497,Wise County,2342369046
48,499,Wood County,1671170961
48,501,Yoakum County,2071252476
48,503,Young County,2368539759
48,505,Zapata County,2585876040
48,507,Zavala County,3360268878
49,001,Beaver County,6689681825
49,003,Box Elder County,14881016780
49,005,Cache County,3016638915
49,007,Carbon County,3831067715
49,009,Daggett County,1805185914
49,011,Davis County,774575620
49,013,Duchesne County,8379502735
49,015,Emery County,11557242836
49,017,Garfield County,13403572592
49,019,Grand County,9512361710
49,021,Iron County,8537474397
49,023,Juab County,8784407522
49,025,Kane County,10333912582
49,027,Millard County,17574363585
49,029,Morgan County,1577739406
49,031,Piute County,1964345826
49,033,Rich County,2664700960
49,035,Salt Lake County,1921943545
49,037,San Juan County,20253174603
49,039,Sanpete County,4117901458
49,041,Sevier County,4948000017
49,043,Summit County,4844777275
49,045,Tooele County,17979556888
49,047,Uintah County,11609319505
49,049,Utah County,5190511340
49,051,Wasatch County,3048454187
49,053,Washington County,6287037025
49,055,Wayne County,6374011495
49,057,Weber County,1492536923
78,010,St. Croix Island,215914992
78,020,St. John Island,50998479
78,030,St. Thomas Island,81108425
50,001,Addison County,1984783172
50,003,Bennington County,1748265974
50,005,Caledonia County,1680952571
50,007,Chittenden County,1389753394
50,009,Essex County,1718288141
50,011,Franklin County,1642207003
50,013,Grand Isle County,211781794
50,015,Lamoille County,1188470339
50,017,Orange County,1779395566
50,019,Orleans County,1795893625
50,021,Rutland County,2408219223
50,023,Washington County,1779432158
50,025,Windham County,2034457845
50,027,Windsor County,2511196439
51,001,Accomack County,1163670075
51,003,Albemarle County,1866016249
51,005,Alleghany County,1156616516
51,007,Amelia County,920379346
51,009,Amherst County,1227554628
51,011,Appomattox County,865622498
51,013,Arlington County,67332991
51,015,Augusta County,2504708349
51,017,Bath County,1370626057
51,019,Bedford County,1968605129
51,021,Bland County,926311270
51,023,Botetourt County,1401900525
51,025,Brunswick County,1466538259
51,027,Buchanan County,1302386909
51,029,Buckingham County,1501215438
51,031,Campbell County,1303300941
51,033,Caroline County,1365863727
51,035,Carroll County,1229582399
51,036,Charles City County,473711563
51,037,Charlotte County,1231010119
51,041,Chesterfield County,1096879104
51,043,Clarke County,455664148
51,045,Craig County,849770459
51,047,Culpeper County,982089165
51,049,Cumberland County,770454313
51,051,Dickenson County,855863021
51,053,Dinwiddie County,1305057845
51,057,Essex County,666494449
51,059,Fairfax County,1012739510
51,061,Fauquier County,1678295980
51,063,Floyd County,986585626
51,065,Fluvanna County,743630413
51,067,Franklin County,1788708614
51,069,Frederick County,1070102005
51,071,Giles County,925205237
51,073,Gloucester County,564124717
51,075,Goochland County,730451417
51,077,Grayson County,1144218810
51,079,Greene County,403900896
51,081,Greensville County,764634553
51,083,Halifax County,2117913131
51,085,Hanover County,1211100203
51,087,Henrico County,605215367
51,089,Henry County,990284619
51,091,Highland County,1075266902
51,093,Isle of Wight County,817607278
51,095,James City County,368724191
51,097,King and Queen County,816268317
51,099,King George County,465234035
51,101,King William County,709469217
51,103,Lancaster County,345238878
51,105,Lee County,1127622392
51,107,Loudoun County,1335753232
51,109,Louisa County,1282164646
51,111,Lunenburg County,1118097708
51,113,Madison County,830447699
51,115,Mathews County,222508070
51,117,Mecklenburg County,1619544361
51,119,Middlesex County,337554148
51,121,Montgomery County,1001929075
51,125,Nelson County,1219224530
51,127,New Kent County,543990076
51,131,Northampton County,548331050
51,133,Northumberland County,495828046
51,135,Nottoway County,814265583
51,137,Orange County,883388071
51,139,Page County,802949702
51,141,Patrick County,1250846143
51,143,Pittsylvania County,2509705662
51,145,Powhatan County,673921283
51,147,Prince Edward County,906395971
51,149,Prince George County,687232237
51,153,Prince William County,869583996
51,155,Pulaski County,828378949
51,157,Rappahannock County,689900924
51,159,Richmond County,495925426
51,161,Roanoke County,648906311
51,163,Rockbridge County,1545040117
51,165,Rockingham County,2200943610
51,167,Russell County,1226420314
51,169,Scott County,1387786303
51,171,Shenandoah County,1315903131
51,173,Smyth County,1169227855
51,175,Southampton County,1551909771
51,177,Spotsylvania County,1039652432
51,179,Stafford County,697237219
51,181,Surry County,722475750
51,183,Sussex County,1269679003
51,185,Tazewell County,1343661913
51,187,Warren County,555641045
51,191,Washington County,1453483715
51,193,Westmoreland County,593951804
51,195,Wise County,1044903124
51,197,Wythe County,1196450423
51,199,York County,270938757
51,510,Alexandria city,38679385
51,520,Bristol city,33336229
51,530,Buena Vista city,16674752
51,540,Charlottesville city,26533572
51,550,Chesapeake city,876737784
51,570,Colonial Heights city,19475232
51,580,Covington city,14163842
51,590,Danville city,110844524
51,595,Emporia city,17881071
51,600,Fairfax city,16162729
51,610,Falls Church city,5300262
51,620,Franklin city,21438217
51,630,Fredericksburg city,27067170
51,640,Galax city,21332076
51,650,Hampton city,133281556
51,660,Harrisonburg city,44908386
51,670,Hopewell city,26817673
51,678,Lexington city,6473000
51,680,Lynchburg city,126842532
51,683,Manassas city,25493243
51,685,Manassas Park city,6554942
51,690,Martinsville city,28374648
51,700,Newport News city,178689070
51,710,Norfolk city,137981426
51,720,Norton city,19366113
51,730,Petersburg city,58845730
51,735,Poquoson city,39837595
51,740,Portsmouth city,86248210
51,750,Radford city,25061727
51,760,Richmond city,155201709
51,770,Roanoke city,110129457
51,775,Salem city,37602710
51,790,Staunton city,51593819
51,800,Suffolk city,1033819017
51,810,Virginia Beach city,633828632
51,820,Waynesboro city,38771594
51,830,Williamsburg city,23155310
51,840,Winchester city,23809495
53,001,Adams County,4985698854
53,003,Asotin County,1647427905
53,005,Benton County,4403251507
53,007,Chelan County,7565814942
53,009,Clallam County,4503168726
53,011,Clark County,1627792386
53,013,Columbia County,2249624781
53,015,Cowlitz County,2955526341
53,017,Douglas County,4711819957
53,019,Ferry County,5706368584
53,021,Franklin County,3215718490
53,023,Garfield County,1841054901
53,025,Grant County,6939947655
53,027,Grays Harbor County,4924766224
53,029,Island County,539917993
53,031,Jefferson County,4671633820
53,033,King County,5478558882
53,035,Kitsap County,1023427859
53,037,Kittitas County,5950003058
53,039,Klickitat County,4847515969
53,041,Lewis County,6223175379
53,043,Lincoln County,5984421209
53,045,Mason County,2485228612
53,047,Okanogan County,13639398041
53,049,Pacific County,2418037237
53,051,Pend Oreille County,3626617236
53,053,Pierce County,4320045891
53,055,San Juan County,450432203
53,057,Skagit County,4481249429
53,059,Skamania County,4294936871
53,061,Snohomish County,5404075243
53,063,Spokane County,4568463924
53,065,Stevens County,6416482032
53,067,Thurston County,1871211068
53,069,Wahkiakum County,680962172
53,071,Walla Walla County,3289369384
53,073,Whatcom County,5459470859
53,075,Whitman County,5592463265
53,077,Yakima County,11122734326
54,001,Barbour County,883338380
54,003,Berkeley County,831770868
54,005,Boone County,1298967362
54,007,Braxton County,1322796519
54,009,Brooke County,231015797
54,011,Cabell County,727837359
54,013,Calhoun County,723252961
54,015,Clay County,885617251
54,017,Doddridge County,828078405
54,019,Fayette County,1713569366
54,021,Gilmer County,876717626
54,023,Grant County,1236388353
54,025,Greenbrier County,2641303500
54,027,Hampshire County,1658633563
54,029,Hancock County,213957100
54,031,Hardy County,1508192180
54,033,Harrison County,1077454913
54,035,Jackson County,1202685082
54,037,Jefferson County,542072977
54,039,Kanawha County,2335256678
54,041,Lewis County,1002141359
54,043,Lincoln County,1131929493
54,045,Logan County,1175258983
54,047,McDowell County,1381648566
54,049,Marion County,799666879
54,051,Marshall County,791063492
54,053,Mason County,1115683436
54,055,Mercer County,1085106054
54,057,Mineral County,849209702
54,059,Mingo County,1095926641
54,061,Monongalia County,932631324
54,063,Monroe County,1224426776
54,065,Morgan County,593295473
54,067,Nicholas County,1675324339
54,069,Ohio County,274098954
54,071,Pendleton County,1802759655
54,073,Pleasants County,337007574
54,075,Pocahontas County,2435206761
54,077,Preston County,1680419585
54,079,Putnam County,895305831
54,081,Raleigh County,1567869626
54,083,Randolph County,2692810851
54,085,Ritchie County,1170648848
54,087,Roane County,1252422373
54,089,Summers County,933930186
54,091,Taylor County,447475053
54,093,Tucker County,1085320037
54,095,Tyler County,663818549
54,097,Upshur County,918506902
54,099,Wayne County,1310550728
54,101,Webster County,1433479218
54,103,Wetzel County,927389119
54,105,Wirt County,602201079
54,107,Wood County,949251416
54,109,Wyoming County,1293620915
55,001,Adams County,1672216057
55,003,Ashland County,2706456366
55,005,Barron County,2235266754
55,007,Bayfield County,3827677084
55,009,Brown County,1372931340
55,011,Buffalo County,1750290818
55,013,Burnett County,2127832846
55,015,Calumet County,824344275
55,017,Chippewa County,2611628483
55,019,Clark County,3133097722
55,021,Columbia County,1982756265
55,023,Crawford County,1477970887
55,025,Dane County,3098882961
55,027,Dodge County,2268049708
55,029,Door County,1248277426
55,031,Douglas County,3378102257
55,033,Dunn County,2201902887
55,035,Eau Claire County,1652211274
55,037,Florence County,1264232457
55,039,Fond du Lac County,1863667185
55,041,Forest County,2626878524
55,043,Grant County,2970402281
55,045,Green County,1512667170
55,047,Green Lake County,905314777
55,049,Iowa County,1975379906
55,051,Iron County,1963751254
55,053,Jackson County,2558687748
55,055,Jefferson County,1441306112
55,057,Juneau County,1986729545
55,059,Kenosha County,704075231
55,061,Kewaunee County,886951822
55,063,La Crosse County,1170076619
55,065,Lafayette County,1640985423
55,067,Langlade County,2255098186
55,069,Lincoln County,2275832611
55,071,Manitowoc County,1526291642
55,073,Marathon County,4001992805
55,075,Marinette County,3624599231
55,077,Marquette County,1180288143
55,078,Menominee County,926217566
55,079,Milwaukee County,625435222
55,081,Monroe County,2333329710
55,083,Oconto County,2583464366
55,085,Oneida County,2885102747
55,087,Outagamie County,1651320406
55,089,Ozaukee County,603514427
55,091,Pepin County,600894494
55,093,Pierce County,1486700515
55,095,Polk County,2368077728
55,097,Portage County,2074258119
55,099,Price County,3247987842
55,101,Racine County,861403253
55,103,Richland County,1518120261
55,105,Rock County,1859989934
55,107,Rusk County,2366092426
55,109,St. Croix County,1871147441
55,111,Sauk County,2153685971
55,113,Sawyer County,3257185832
55,115,Shawano County,2313441750
55,117,Sheboygan County,1324851060
55,119,Taylor County,2525374194
55,121,Trempealeau County,1898472766
55,123,Vernon County,2050135750
55,125,Vilas County,2221455724
55,127,Walworth County,1438493850
55,129,Washburn County,2064515987
55,131,Washington County,1115362196
55,133,Waukesha County,1423765904
55,135,Waupaca County,1936521058
55,137,Waushara County,1621749925
55,139,Winnebago County,1125859768
55,141,Wood County,2053901352
56,001,Albany County,11070455500
56,003,Big Horn County,8124681755
56,005,Campbell County,12437291885
56,007,Carbon County,20455215112
56,009,Converse County,11020303973
56,011,Crook County,7393068935
56,013,Fremont County,23785388827
56,015,Goshen County,5764311421
56,017,Hot Springs County,5191447312
56,019,Johnson County,10759204099
56,021,Laramie County,6956354975
56,023,Lincoln County,10555073809
56,025,Natrona County,13831928345
56,027,Niobrara County,6801380673
56,029,Park County,17972027717
56,031,Platte County,5390926634
56,033,Sheridan County,6535475074
56,035,Sublette County,12655929029
56,037,Sweetwater County,27005754251
56,039,Teton County,10351790056
56,041,Uinta County,5391631764
56,043,Washakie County,5798138761
56,045,Weston County,6210804117
